catalog_record_id,catalog,official_name,country_ids,source_url,catalog_status,review_status,candidate_decision,decision_reason,checked_at,notes
whc-548,world_heritage_mixed,Río Abiseo National Park,peru,https://whc.unesco.org/en/list/548,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-417,world_heritage_mixed,"Ibiza, Biodiversity and Culture",spain,https://whc.unesco.org/en/list/417,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-774,world_heritage_mixed,Laponian Area,sweden,https://whc.unesco.org/en/list/774,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-357,world_heritage_mixed,Göreme National Park and the Rock Sites of Cappadocia,turkiye,https://whc.unesco.org/en/list/357,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-485,world_heritage_mixed,Hierapolis-Pamukkale,turkiye,https://whc.unesco.org/en/list/485,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-387,world_heritage_mixed,St Kilda,united-kingdom,https://whc.unesco.org/en/list/387,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-39,world_heritage_mixed,Ngorongoro Conservation Area,tanzania,https://whc.unesco.org/en/list/39,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1326,world_heritage_mixed,Papahānaumokuākea,united-states,https://whc.unesco.org/en/list/1326,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1438,world_heritage_mixed,Trang An Landscape Complex,vietnam,https://whc.unesco.org/en/list/1438,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
geopark-karawanken-karavanke,unesco_global_geopark,Karawanken / Karavanke UNESCO Global Geopark,austria|slovenia,https://www.unesco.org/en/iggp/karawanken/karavanke-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-ore-of-the-alps,unesco_global_geopark,Ore of the Alps UNESCO Global Geopark,austria,https://www.unesco.org/en/iggp/ore-alps-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-styrian-eisenwurzen,unesco_global_geopark,Styrian Eisenwurzen UNESCO Global Geopark,austria,https://www.unesco.org/en/iggp/styrian-eisenwurzen-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-famenne-ardenne,unesco_global_geopark,Famenne-Ardenne UNESCO Global Geopark,belgium,https://www.unesco.org/en/iggp/famenne-ardenne-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-schelde-delta,unesco_global_geopark,Schelde Delta UNESCO Global Geopark,belgium|netherlands-kingdom-of-the,https://www.unesco.org/en/iggp/schelde-delta-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-araripe,unesco_global_geopark,Araripe UNESCO Global Geopark,brazil,https://www.unesco.org/en/iggp/araripe-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-cacapava,unesco_global_geopark,Caçapava UNESCO Global Geopark,brazil,https://www.unesco.org/en/iggp/cacapava-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-quarta-colonia,unesco_global_geopark,Quarta Colônia UNESCO Global Geopark,brazil,https://www.unesco.org/en/iggp/quarta-colonia-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-serido,unesco_global_geopark,Seridó UNESCO Global Geopark,brazil,https://www.unesco.org/en/iggp/serido-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-southern-canyons-pathways,unesco_global_geopark,Southern Canyons Pathways UNESCO Global Geopark,brazil,https://www.unesco.org/en/iggp/southern-canyons-pathways-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-uberaba,unesco_global_geopark,Uberaba UNESCO Global Geopark,brazil,https://www.unesco.org/en/iggp/uberaba-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-cliffs-of-fundy,unesco_global_geopark,Cliffs of Fundy UNESCO Global Geopark,canada,https://www.unesco.org/en/iggp/cliffs-fundy-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-discovery,unesco_global_geopark,Discovery UNESCO Global Geopark,canada,https://www.unesco.org/en/iggp/discovery-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-perce,unesco_global_geopark,Percé UNESCO Global Geopark,canada,https://www.unesco.org/en/iggp/perce-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-stonehammer,unesco_global_geopark,Stonehammer UNESCO Global Geopark,canada,https://www.unesco.org/en/iggp/stonehammer-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-tumbler-ridge,unesco_global_geopark,Tumbler Ridge UNESCO Global Geopark,canada,https://www.unesco.org/en/iggp/tumbler-ridge-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-kutralkura,unesco_global_geopark,Kütralkura UNESCO Global Geopark,chile,https://www.unesco.org/en/iggp/kutralkura-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-alxa-desert,unesco_global_geopark,Alxa Desert UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/alxa-desert-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-arxan,unesco_global_geopark,Arxan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/arxan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-changshan,unesco_global_geopark,Changshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-dali-cangshan,unesco_global_geopark,Dali-Cangshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/dali-cangshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-danxiashan,unesco_global_geopark,Danxiashan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/danxiashan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-dunhuang,unesco_global_geopark,Dunhuang UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/dunhuang-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-enshi-grand-canyon-tenglongdong-cave,unesco_global_geopark,Enshi Grand Canyon-Tenglongdong Cave UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/enshi-grand-canyon-tenglongdong-cave-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-fangshan,unesco_global_geopark,Fangshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/fangshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-funiushan,unesco_global_geopark,Funiushan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/funiushan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-guangwushan-nuoshuihe,unesco_global_geopark,Guangwushan-Nuoshuihe UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/guangwushan-nuoshuihe-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-hexigten,unesco_global_geopark,Hexigten UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/hexigten-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-hong-kong,unesco_global_geopark,Hong Kong UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/hong-kong-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-huanggang-dabieshan,unesco_global_geopark,Huanggang Dabieshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/huanggang-dabieshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-huangshan,unesco_global_geopark,Huangshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/huangshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-jingpohu,unesco_global_geopark,Jingpohu UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/jingpohu-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-jiuhuashan,unesco_global_geopark,Jiuhuashan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/jiuhuashan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-kanbula,unesco_global_geopark,Kanbula UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/kanbula-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-keketuohai,unesco_global_geopark,Keketuohai UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/keketuohai-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-leiqiong,unesco_global_geopark,Leiqiong UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/leiqiong-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-leye-fengshan,unesco_global_geopark,Leye Fengshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/leye-fengshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-linxia,unesco_global_geopark,Linxia UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/linxia-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-longhushan,unesco_global_geopark,Longhushan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/longhushan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-longyan,unesco_global_geopark,Longyan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/longyan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-lushan,unesco_global_geopark,Lushan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/lushan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-mount-changbaishan,unesco_global_geopark,Mount Changbaishan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/mount-changbaishan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-mount-kunlun,unesco_global_geopark,Mount Kunlun UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/mount-kunlun-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-mt-siguniang,unesco_global_geopark,Mt. Siguniang UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-ningde,unesco_global_geopark,Ningde UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/ningde-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-qinling-zhongnanshan,unesco_global_geopark,Qinling Zhongnanshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/qinling-zhongnanshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-sanqingshan,unesco_global_geopark,Sanqingshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/sanqingshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-shennongjia,unesco_global_geopark,Shennongjia UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/shennongjia-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-shilin,unesco_global_geopark,Shilin UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/shilin-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-songshan,unesco_global_geopark,Songshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/songshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-taining,unesco_global_geopark,Taining UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/taining-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-taishan,unesco_global_geopark,Taishan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/taishan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-tianzhushan,unesco_global_geopark,Tianzhushan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/tianzhushan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-wangwushan-daimeishan,unesco_global_geopark,Wangwushan-Daimeishan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/wangwushan-daimeishan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-wudalianchi,unesco_global_geopark,Wudalianchi UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/wudalianchi-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-wugongshan,unesco_global_geopark,Wugongshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/wugongshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-xiangxi,unesco_global_geopark,Xiangxi UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/xiangxi-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-xingwen,unesco_global_geopark,Xingwen UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/xingwen-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-xingyi,unesco_global_geopark,Xingyi UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/xingyi-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-yandangshan,unesco_global_geopark,Yandangshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/yandangshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-yanqing,unesco_global_geopark,Yanqing UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/yanqing-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-yimengshan,unesco_global_geopark,Yimengshan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/yimengshan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-yuntaishan,unesco_global_geopark,Yuntaishan UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/yuntaishan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-yunyang,unesco_global_geopark,Yunyang UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/yunyang-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-zhangjiajie,unesco_global_geopark,Zhangjiajie UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/zhangjiajie-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-zhangye,unesco_global_geopark,Zhangye UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/zhangye-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-zhijindong-cave,unesco_global_geopark,Zhijindong Cave UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/zhijindong-cave-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-zigong,unesco_global_geopark,Zigong UNESCO Global Geopark,china,https://www.unesco.org/en/iggp/zigong-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-biokovo-imotski-lakes,unesco_global_geopark,Biokovo-Imotski Lakes UNESCO Global Geopark,croatia,https://www.unesco.org/en/iggp/biokovo-imotski-lakes-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-papuk,unesco_global_geopark,Papuk UNESCO Global Geopark,croatia,https://www.unesco.org/en/iggp/papuk-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-vis-archipelago,unesco_global_geopark,Vis Archipelago UNESCO Global Geopark,croatia,https://www.unesco.org/en/iggp/vis-archipelago-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-troodos,unesco_global_geopark,Troodos UNESCO Global Geopark,cyprus,https://www.unesco.org/en/iggp/troodos-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-bohemian-paradise,unesco_global_geopark,Bohemian Paradise UNESCO Global Geopark,czechia,https://www.unesco.org/en/iggp/bohemian-paradise-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-mt-paektu,unesco_global_geopark,Mt Paektu UNESCO Global Geopark,north-korea,https://www.unesco.org/en/iggp/mt-paektu-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-odsherred,unesco_global_geopark,Odsherred UNESCO Global Geopark,denmark,https://www.unesco.org/en/iggp/odsherred-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-the-south-fyn-archipelago,unesco_global_geopark,The South Fyn Archipelago UNESCO Global Geopark,denmark,https://www.unesco.org/en/iggp/south-fyn-archipelago-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-vestjylland,unesco_global_geopark,Vestjylland UNESCO Global Geopark,denmark,https://www.unesco.org/en/iggp/vestjylland-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-imbabura,unesco_global_geopark,Imbabura UNESCO Global Geopark,ecuador,https://www.unesco.org/en/iggp/imbabura-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-napo-sumaco,unesco_global_geopark,Napo Sumaco UNESCO Global Geopark,ecuador,https://www.unesco.org/en/iggp/napo-sumaco-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-tungurahua-volcano,unesco_global_geopark,Tungurahua Volcano UNESCO Global Geopark,ecuador,https://www.unesco.org/en/iggp/tungurahua-volcano-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-impact-crater-lake-lappajarvi,unesco_global_geopark,Impact Crater Lake – Lappajärvi UNESCO Global Geopark,finland,https://www.unesco.org/en/iggp/impact-crater-lake-lappajarvi-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
