country_id,variant_id,content_entry_id,variant_type,is_primary_study_variant,official_status,graphic_elements,decision,decision_reason,source_ids,primary_source_urls,review_status,checked_at,notes
cote-divoire,cote-divoire-national-flag,cote-divoire-national-flag,national,true,official,orange_white_green_vertical,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ci-government-national-symbols,https://www.gouv.ci/actualite/fete-nationale-de-cote-divoire-les-5-symboles-de-la-republique-presentes-aux-citoyens-2467,reviewed,2026-09-24,
jamaica,jamaica-national-flag,jamaica-national-flag,national,true,official,gold_saltire|green_top_bottom|black_hoist_fly,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,jm-prime-minister-national-flag,https://opm.gov.jm/symbols/national-flag/,reviewed,2026-09-24,
malta,malta-national-flag,malta-national-flag,national,true,official,white_red_vertical|george_cross_canton,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,mt-government-national-flag,https://www.gov.mt/en/About%20Malta/Pages/Flags-Symbols-and-their-use.aspx,reviewed,2026-09-24,
mali,mali-national-flag,mali-national-flag,national,true,official,green_gold_red_vertical,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ml-constitution-2023-flag,https://matd.gouv.ml/uploads/topics/17162945979231.pdf,reviewed,2026-09-24,
palau,palau-national-flag,palau-national-flag,national,true,official,light_blue_field|offset_yellow_disc,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,pw-government-flag,https://www.palaugov.pw/about-palau/flag/,reviewed,2026-09-24,
panama,panama-national-flag,panama-national-flag,national,true,official,four_quarters|white_blue_star|red|blue|white_red_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,pa-government-national-flag,https://www.mingob.gob.pa/simbolosdelanacion/bandera-nacional/,reviewed,2026-09-24,
micronesia,micronesia-national-flag,micronesia-national-flag,national,true,official,blue_field|four_white_stars,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,fm-code-flag-design,https://www.fsmlaw.org/fsm/code/title01/t1ch5_2014.html,reviewed,2026-09-24,
mauritania,mauritania-national-flag,mauritania-national-flag,national,true,official,green_field|gold_crescent_star|red_top_bottom_stripes,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,mr-presidency-national-emblem,https://presidence.mr/fr/node/746,reviewed,2026-09-24,
sao-tome-and-principe,sao-tome-and-principe-national-flag,sao-tome-and-principe-national-flag,national,true,official,green_yellow_green_horizontal|two_black_stars|red_hoist_triangle,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,st-presidency-national-flag,https://presidencia.st/index.php/pt/presidencia-da-republica/simbolos-nacionais/bandeira-nacional,reviewed,2026-09-24,
lesotho,lesotho-national-flag,lesotho-national-flag,national,true,official,blue_white_green_horizontal|black_basotho_hat,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ls-government-flag-illustration,https://www.gov.ls/wp-content/uploads/2021/06/SPEECH-BY-THE-RIGHT-HONORABLE-THE-PRIME-MINISTER-AU-Office-Inauguration106687.pdf,reviewed,2026-09-24,
kuwait,kuwait-national-flag,kuwait-national-flag,national,true,official,green_white_red_horizontal|black_hoist_trapezoid,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,kw-national-flag-law-1961,https://www.moj.gov.kw/AR/Documents/MojDocs/%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%20%D8%A7%D9%84%D9%83%D9%88%D9%8A%D8%AA.pdf,reviewed,2026-09-24,
egypt,egypt-national-flag,egypt-national-flag,national,true,official,три горизонтальные полосы; золотой орёл в центре,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,eg-constitution-article-223,https://www.sis.gov.eg/media/67726/dustor-eng.pdf,reviewed,2026-09-24,
kazakhstan,kazakhstan-national-flag,kazakhstan-national-flag,national,true,official,голубое поле; золотое солнце; степной орёл; орнамент у древка,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,kz-president-national-flag,https://mirror.akorda.kz/public/en/state_symbols/kazakhstan_flag,reviewed,2026-09-24,
kenya,kenya-national-flag,kenya-national-flag,national,true,official,"чёрная, красная и зелёная полосы; узкие белые разделители; щит и копья",eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ke-national-flag-act,https://new.kenyalaw.org/akn/ke/act/1963/44/eng%402023-12-11,reviewed,2026-09-24,
south-korea,south-korea-national-flag,south-korea-national-flag,national,true,official,белое поле; красно-синий тхэгык; четыре чёрные триграммы,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,kr-government-taegeukgi,https://russian.korea.net/AboutKorea/OverviewofKorea,reviewed,2026-09-24,
fiji,fiji-national-flag,fiji-national-flag,national,true,official,голубое поле; британский флаг у древка; щит государственного герба,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,fj-parliament-national-flag-2015,https://www.parliament.gov.fj/wp-content/uploads/2017/03/Wednesday-26-August-2015.pdf,reviewed,2026-09-24,
north-macedonia,north-macedonia-national-flag,north-macedonia-national-flag,national,true,official,красное поле; жёлтое солнце; восемь лучей,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,mk-diplomatic-protocol-flag,https://portal.mdt.gov.mk/post-body-files/direktorat-za-diplomatski-protokol-file-hjTF.pdf,reviewed,2026-09-24,
tuvalu,tuvalu-national-flag,tuvalu-national-flag,national,true,official,голубое поле; британский флаг у древка; девять жёлтых звёзд,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,tv-national-flag-act-schedule,https://tuvalu-legislation.tv/cms/images/LEGISLATION/PRINCIPAL/1995/1995-0004/1995-0004_1.pdf,reviewed,2026-09-24,
naoero,naoero-national-flag,naoero-national-flag,national,true,official,тёмно-синее поле; жёлтая горизонтальная полоса; белая двенадцатиконечная звезда,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,nr-government-naoero-flag,https://www.nauru.gov.nr/about-naoero/dei-naoero%27s-stories/the-naoero-flag.aspx,reviewed,2026-09-24,
philippines,philippines-national-flag,philippines-national-flag,national,true,official,синяя и красная полосы; белый треугольник; золотое солнце; три звезды,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ph-national-flag-code-8491,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/4626,reviewed,2026-09-24,
saint-lucia,saint-lucia-national-flag,saint-lucia-national-flag,national,true,official,"голубое поле; белый, чёрный и золотой треугольники",eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,lc-government-national-flag,https://www.govt.lc/stluciaflag,reviewed,2026-09-24,
saint-kitts-and-nevis,saint-kitts-and-nevis-national-flag,saint-kitts-and-nevis-national-flag,national,true,official,зелёное и красное поля; чёрная диагональная полоса; жёлтая кайма; две белые звезды,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,kn-national-emblems-act-flag,https://lawcommission.gov.kn/wp-content/documents/Act17TOC/Ch-01_06-National-Emblems-and-National-Anthem-Act.pdf,reviewed,2026-09-24,
saint-vincent-and-the-grenadines,saint-vincent-and-the-grenadines-national-flag,saint-vincent-and-the-grenadines-national-flag,national,true,official,"синяя, золотая и зелёная вертикальные полосы; три зелёных ромба",eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,vc-government-national-flag,https://www.gov.vc/index.php/business/regulations/59-visitors/about-svg/28-the-flag,reviewed,2026-09-24,
marshall-islands,marshall-islands-national-flag,marshall-islands-national-flag,national,true,official,синее поле; оранжевая и белая диагональные полосы; белая двадцатичетырёхлучевая звезда,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,mh-official-flag-act-1979,https://rmiparliament.org/cms/images/LEGISLATION/PRINCIPAL/1979/1979-0001/1979-0001_1.pdf,reviewed,2026-09-24,
dominica,dominica-national-flag,dominica-national-flag,national,true,official,зелёное поле; трёхцветный крест; красный круг; попугай; десять звёзд,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,dm-government-national-flag,https://dominica.gov.dm/about-dominica/national-symbols/national-flag,reviewed,2026-09-24,
guyana,guyana-national-flag,guyana-national-flag,national,true,official,зелёное поле; золотой наконечник стрелы; белая кайма; красный треугольник; чёрная кайма,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,gy-constitution-national-flag,https://mlgrd.gov.gy/wp-content/uploads/2014/05/cap101.pdf,reviewed,2026-09-24,
djibouti,djibouti-national-flag,djibouti-national-flag,national,true,official,голубая и зелёная полосы; белый треугольник; красная пятиконечная звезда,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,dj-embassy-constitutional-flag,https://www.djibouti.ch/ambassade/index.php/LaRepublique/EmblemesEtDrapeaux,reviewed,2026-09-24,
